complaint_id,date_received,province,district,operator,service_type,complaint_category,channel,description,customer_age,customer_gender,status,resolution_days,satisfaction_score
RURA-ICT-00121,08-09-2023,Eastern Province,Ngoma,Broadband Systems Corporation,Mobile Voice,Data Bundle Deduction Issue,USSD,Mobile money transfer deducted but recipient did not receive funds.,,male,Pending,,4
RURA-ICT-00413,04-23-2023,Kigali City,Gasabo,,Mobile Money,Data Bundle Deduction Issue,Walk-in,Mobile money transfer deducted but recipient did not receive funds.,46,,Resolved,12,1
RURA-ICT-00149,2023-02-10,Western Province,Ngororero,Airtel Rwanda,Mobile Money,Data Bundle Deduction Issue,Web Portal,Delay of over a week in activating new fixed internet line.,43,Other,In Progress,29,1
RURA-ICT-00312,21/06/2023,Eastern Province,Ngoma,BSC,Fixed Voice,Slow Internet Speed,USSD,Internet speed far below advertised package.,32,Female,Pending,,1
RURA-ICT-00580,2024-02-23,Eastern Province,Gatsibo,Liquid Telecom,Fixed Internet,Mobile Money Fraud/Scam,Web Portal,Complainant charged twice for the same data bundle.,31,,In Progress,5,
RURA-ICT-00166,27/04/2023,Southern Province,Ruhango,REG-ICT,Mobile Money,Data Bundle Deduction Issue,Email,SIM card registered under wrong national ID.,85,Male,resolved,17,
RURA-ICT-00035,2024-08-21,Eastern Province,Ngoma,REG ICT,Fixed Internet,Network Outage,Walk-in,Internet speed far below advertised package.,64,Other,resolved,999,
RURA-ICT-00669,06-19-2024,Eastern Province,Gatsibo,BSC,Fixed Internet,SIM Registration Issue,Email,Internet speed far below advertised package.,38,Other,pending ,,2
RURA-ICT-00436,11-Oct-2023,Southern Province,Nyaruguru,AIRTEL,Fixed Voice,Service Activation Delay,Walk-in,Complainant charged twice for the same data bundle.,24,female,Open,,5
RURA-ICT-00640,2023-09-07,Eastern Province,Bugesera,REG ICT,Mobile Data/Internet,Mobile Money Fraud/Scam,Email,No network coverage since yesterday evening.,50,F,Pending,,
RURA-ICT-00331,2024-06-15,Western Province,Nyamasheke,REG-ICT,Fixed Voice,Poor Network Quality,Email,Mobile money transfer deducted but recipient did not receive funds.,45,,open,,
RURA-ICT-00337,13-Aug-2024,Northern Province,Rulindo,REG-ICT,SMS,Service Activation Delay,Email,,,M,Open,,3
RURA-ICT-00834,2024-06-03,Northern Province,Burera,liquid telecom,Mobile Voice,Data Bundle Deduction Issue,Web Portal,SIM card registered under wrong national ID.,84,F,open,,1
RURA-ICT-00505,2023-01-11,Eastern Province,Kirehe,,Mobile Money,Network Outage,Social Media,,150,,OPEN,,2
RURA-ICT-00625,2023-04-04,Northern Province,Musanze,Liquid Telecom Rwanda,Mobile Data/Internet,Data Bundle Deduction Issue,Call Center,Mobile money transfer deducted but recipient did not receive funds.,83,male,In Progress,7,
RURA-ICT-00866,14-Aug-2024,Kigali City,GASABO,M.T.N Rwanda,Fixed Internet,Unsolicited SMS/Spam,Email,Billed for services not subscribed to.,43,Other,Closed,17,3
RURA-ICT-00250,17/12/2023,Northern Province,Burera,Liquid Telecom,Fixed Internet,Slow Internet Speed,Email,SIM card registered under wrong national ID.,67,Other,open,,
RURA-ICT-00704,14/08/2023,Eastern Province,Rwamagana,liquid telecom,SMS,Service Activation Delay,Call Center,Internet speed far below advertised package.,19,Female,OPEN,,4
RURA-ICT-00726,2024-08-05,Western Province,Rutsiro,Airtel Rwanda,Fixed Internet,Data Bundle Deduction Issue,Web Portal,Complainant charged twice for the same data bundle.,82,male,resolved,15,
RURA-ICT-00514,11-07-2023,Southern Province,Gisagara,M.T.N Rwanda,Mobile Data/Internet,Poor Network Quality,Email,SIM card registered under wrong national ID.,34,Male,closed,13,
RURA-ICT-00282,30-May-2023,Northern Province,Gakenke,AIRTEL,Mobile Data/Internet,Billing Dispute,USSD,Billed for services not subscribed to.,21,Female,In Progress,7,
RURA-ICT-00646,07/03/2024,Western Province,Rutsiro,broadband systems,SMS,Mobile Money Transaction Failure,Social Media,Delay of over a week in activating new fixed internet line.,46,female,open,,
RURA-ICT-00082,20-Aug-2023,Eastern Province,Kayonza,mtn rwanda,SMS,SIM Registration Issue,Call Center,Delay of over a week in activating new fixed internet line.,19,male,closed,999,3
RURA-ICT-00829,24/05/2023,Eastern Province,Ngoma,broadband systems,Mobile Money,Slow Internet Speed,Email,Customer reports repeated call drops in Ngoma.,19,Female,In Progress,18,3
RURA-ICT-00255,09-Aug-2024,Kigali City,Nyarugenge,AIRTEL,Fixed Internet,Mobile Money Transaction Failure,Call Center,Customer care line not answering after multiple attempts.,210,Other,Pending,,6
RURA-ICT-00012,2024-10-08,Northern Province,Musanze District,REG-ICT,SMS,Mobile Money Transaction Failure,Call Center,,20,female,open,,
RURA-ICT-00572,22-Aug-2024,Southern Province,Muhanga,liquid telecom,Fixed Internet,Poor Network Quality,Email,Delay of over a week in activating new fixed internet line.,45,M,Open,,
RURA-ICT-00173,03/07/2024,Kigali City,Nyarugenge,Airtel,Mobile Money,Poor Network Quality,USSD,,41,Other,open,,
RURA-ICT-00605,2023-06-15,Western Province,Karongi,Liquid Telecom Rwanda,Mobile Voice,Billing Dispute,USSD,Billed for services not subscribed to.,20,F,Closed,16,
RURA-ICT-00463,06-13-2023,Northern Province,Gicumbi,BSC,SMS,Data Bundle Deduction Issue,Social Media,Mobile money transfer deducted but recipient did not receive funds.,49,male,Open,,2
RURA-ICT-00242,2023-05-13,Southern Province,Kamonyi,MTN Rwanda,Fixed Voice,Mobile Money Transaction Failure,Walk-in,Received suspicious SMS asking for mobile money PIN.,55,Male,Resolved,1,
RURA-ICT-00201,30/07/2023,Western Province,Nyamasheke,mtn rwanda,Mobile Voice,Service Activation Delay,Social Media,Complainant charged twice for the same data bundle.,23,Male,closed,2,
RURA-ICT-00670,2023-10-18,Western Province,Rutsiro,AIRTEL,Fixed Internet,Mobile Money Fraud/Scam,Web Portal,Billed for services not subscribed to.,29,F,resolved,19,1
RURA-ICT-00049,25/09/2024,Western Province,Nyamasheke,MTN,Mobile Voice,Customer Care Unresponsive,Social Media,Delay of over a week in activating new fixed internet line.,64,Other,In Progress,9,4
RURA-ICT-00478,12/02/2023,Western Province,Rutsiro,BSC,Fixed Internet,Service Activation Delay,Email,Received unsolicited promotional SMS despite opt-out request.,80,Other,OPEN,,4
RURA-ICT-00729,2023-12-04,Eastern Province,Ngoma,airtel rwanda,Mobile Voice,Billing Dispute,Walk-in,,25,M,pending ,,1
RURA-ICT-00448,2024-11-05,Southern Province,Muhanga,MTN RWANDA,Fixed Voice,Poor Network Quality,Social Media,Received unsolicited promotional SMS despite opt-out request.,66,,Pending,,1
RURA-ICT-00553,02-Jun-2023,Southern Province,Nyaruguru,broadband systems,Fixed Voice,Network Outage,Social Media,,42,Other,pending ,,
RURA-ICT-00657,2024-09-17,Western Province,Nyabihu,Broadband Systems Corporation,Fixed Voice,Service Activation Delay,Social Media,Mobile money transfer deducted but recipient did not receive funds.,79,F,Closed,4,3
RURA-ICT-00862,02-May-2024,Eastern Province,Bugesera,REG ICT,Mobile Data/Internet,Slow Internet Speed,Web Portal,Received suspicious SMS asking for mobile money PIN.,48,Male,Open,,-1
RURA-ICT-00710,07-24-2023,Southern Province,Gisagara,AIRTEL,Fixed Voice,SIM Registration Issue,USSD,Billed for services not subscribed to.,41,male,OPEN,,6
RURA-ICT-00008,06-25-2024,Kigali City,gasabo,broadband systems,Mobile Voice,Data Bundle Deduction Issue,Social Media,Customer care line not answering after multiple attempts.,17,F,In Progress,17,3
RURA-ICT-00188,17/05/2023,Eastern Province,Rwamagana,MTN Rwanda,Mobile Money,SIM Registration Issue,Email,Internet speed far below advertised package.,,M,OPEN,,2
RURA-ICT-00513,06-10-2023,Eastern Province,Kayonza,,Mobile Voice,Mobile Money Transaction Failure,Social Media,Customer reports repeated call drops in Kayonza.,31,,Pending,,
RURA-ICT-00532,2024-03-13,Kigali City,Nyarugenge,,Mobile Money,Service Activation Delay,USSD,Customer reports repeated call drops in Nyarugenge.,57,,Pending,,4
RURA-ICT-00691,24/06/2023,Kigali City,GASABO,mtn rwanda,Mobile Money,Slow Internet Speed,Social Media,,31,Male,closed,4,4
RURA-ICT-00735,21-Dec-2023,Southern Province,Gisagara,airtel rwanda,Mobile Money,Customer Care Unresponsive,USSD,Customer reports repeated call drops in Gisagara.,78,male,open,,
RURA-ICT-00658,2023-06-15,Western Province,Nyabihu,MTN RWANDA,Mobile Voice,Unsolicited SMS/Spam,Email,Received suspicious SMS asking for mobile money PIN.,62,female,OPEN,,
RURA-ICT-00850,21-Apr-2024,Western Province,Karongi,,Mobile Data/Internet,Poor Network Quality,Web Portal,Received suspicious SMS asking for mobile money PIN.,35,female,resolved,20,4
RURA-ICT-00013,29/04/2024,Northern Province,Gicumbi,Broadband Systems Corporation,SMS,Billing Dispute,Web Portal,Delay of over a week in activating new fixed internet line.,68,Female,In Progress,21,4
RURA-ICT-00215,11-11-2023,Northern Province,Gakenke,REG ICT,Mobile Data/Internet,Service Activation Delay,USSD,Internet speed far below advertised package.,16,,OPEN,,5
RURA-ICT-00892,19/07/2023,Southern Province,Nyanza,M.T.N Rwanda,Mobile Voice,Customer Care Unresponsive,Social Media,,38,Male,OPEN,,
RURA-ICT-00521,03-01-2023,Southern Province,Nyaruguru,Airtel Rwanda,SMS,SIM Registration Issue,Walk-in,,56,Male,Open,,3
RURA-ICT-00079,02-28-2024,Eastern Province,Rwamagana,M.T.N Rwanda,Fixed Voice,Mobile Money Transaction Failure,Social Media,Mobile money transfer deducted but recipient did not receive funds.,67,,Pending,,3
RURA-ICT-00232,19/12/2023,Kigali City,Gasabo,REG ICT,Mobile Data/Internet,Unsolicited SMS/Spam,USSD,SIM card registered under wrong national ID.,49,F,pending ,,
RURA-ICT-00371,2024-03-30,Northern Province,Gakenke,Liquid Telecom Rwanda,Mobile Voice,SIM Registration Issue,Call Center,Complainant charged twice for the same data bundle.,80,Male,Closed,29,5
RURA-ICT-00238,12-06-2023,Northern Province,Gicumbi,MTN,Mobile Money,Mobile Money Transaction Failure,Web Portal,Internet speed far below advertised package.,53,Other,closed,15,
RURA-ICT-00322,04/02/2023,Southern Province,Nyaruguru,MTN Rwanda,Fixed Voice,Mobile Money Transaction Failure,Social Media,Mobile money transfer deducted but recipient did not receive funds.,28,Female,Pending,,3
RURA-ICT-00167,10-10-2024,Eastern Province,Gatsibo,AIRTEL,Mobile Money,Poor Network Quality,Social Media,No network coverage since yesterday evening.,35,,Pending,,1
RURA-ICT-00237,25/07/2024,Western Province,Ngororero,broadband systems,Mobile Money,Customer Care Unresponsive,Email,Billed for services not subscribed to.,76,Male,OPEN,,5
RURA-ICT-00239,01-26-2024,Western Province,Rutsiro,REG-ICT,Fixed Internet,Mobile Money Transaction Failure,USSD,Billed for services not subscribed to.,35,Male,open,,3
RURA-ICT-00210,01-31-2023,Southern Province,Nyamagabe,BSC,Mobile Data/Internet,Network Outage,Email,Mobile money transfer deducted but recipient did not receive funds.,,Other,In Progress,24,2
RURA-ICT-00181,02/11/2024,Western Province,Nyamasheke,,Mobile Voice,Billing Dispute,Social Media,Received suspicious SMS asking for mobile money PIN.,32,Female,Open,,
RURA-ICT-00815,15/08/2023,Northern Province,Musanze,airtel rwanda,Mobile Money,Unsolicited SMS/Spam,USSD,Complainant charged twice for the same data bundle.,,female,Resolved,19,
RURA-ICT-00671,02-03-2023,Eastern Province,Gatsibo,,Mobile Voice,Service Activation Delay,Social Media,Delay of over a week in activating new fixed internet line.,43,Female,pending ,,5
RURA-ICT-00609,14/12/2024,Eastern Province,Gatsibo,Airtel,Mobile Voice,Service Activation Delay,Web Portal,Billed for services not subscribed to.,81,Male,closed,4,6
RURA-ICT-00301,20-Nov-2023,Kigali City,Kicukiro,MTN RWANDA,Fixed Voice,Mobile Money Transaction Failure,Web Portal,,82,M,Closed,8,
RURA-ICT-00890,10-10-2023,Eastern Province,Nyagatare,Liquid Telecom,Fixed Voice,Billing Dispute,Call Center,Complainant charged twice for the same data bundle.,19,Other,Resolved,24,4
RURA-ICT-00098,04/03/2024,Northern Province,Gicumbi,REG ICT,Fixed Internet,Mobile Money Fraud/Scam,Social Media,Received unsolicited promotional SMS despite opt-out request.,33,male,pending ,,
RURA-ICT-00410,11-05-2023,Northern Province,Gakenke,M.T.N Rwanda,Mobile Data/Internet,Unsolicited SMS/Spam,USSD,Billed for services not subscribed to.,46,Female,open,,
RURA-ICT-00573,03/03/2023,Western Province,Nyabihu,mtn rwanda,Mobile Data/Internet,Data Bundle Deduction Issue,Walk-in,Complainant charged twice for the same data bundle.,53,Female,In Progress,6,2
RURA-ICT-00707,25/07/2024,Kigali City,Kicukiro,AIRTEL,Fixed Voice,Billing Dispute,USSD,Delay of over a week in activating new fixed internet line.,52,F,closed,0,2
RURA-ICT-00251,02/03/2023,Eastern Province,Gatsibo,BSC,Fixed Voice,Billing Dispute,Call Center,,77,Other,OPEN,,
RURA-ICT-00602,2023-05-03,Eastern Province,Bugesera,BSC,Fixed Voice,Service Activation Delay,Social Media,Customer reports repeated call drops in Bugesera.,210,Female,Resolved,999,
RURA-ICT-00641,21-Aug-2023,Kigali City,Gasabo,M.T.N Rwanda,Fixed Internet,Billing Dispute,Call Center,Customer reports repeated call drops in Gasabo.,61,male,Closed,28,1
RURA-ICT-00190,09-06-2024,Southern Province,Muhanga,airtel rwanda,Fixed Voice,Poor Network Quality,Walk-in,Delay of over a week in activating new fixed internet line.,19,male,pending ,,
RURA-ICT-00246,2023-04-18,Southern Province,Nyaruguru,M.T.N Rwanda,Mobile Money,Slow Internet Speed,USSD,Internet speed far below advertised package.,29,Other,OPEN,,
RURA-ICT-00381,01-24-2024,Eastern Province,Kayonza,Liquid Telecom,Mobile Voice,Slow Internet Speed,Call Center,,23,F,In Progress,4,1
RURA-ICT-00184,14/08/2024,Eastern Province,Bugesera,AIRTEL,Mobile Money,SIM Registration Issue,Email,Received unsolicited promotional SMS despite opt-out request.,78,female,Resolved,24,
RURA-ICT-00860,01-27-2023,Northern Province,Gicumbi,broadband systems,Mobile Money,Mobile Money Fraud/Scam,USSD,Customer reports repeated call drops in Gicumbi.,,Other,Resolved,-2,1
RURA-ICT-00407,04/05/2023,Kigali City,gasabo,MTN,Fixed Internet,SIM Registration Issue,Web Portal,SIM card registered under wrong national ID.,43,M,resolved,10,
RURA-ICT-00736,2023-05-26,Northern Province,Gakenke,airtel rwanda,Fixed Voice,Customer Care Unresponsive,Walk-in,SIM card registered under wrong national ID.,72,Other,open,,1
RURA-ICT-00469,21-Oct-2024,Southern Province,Nyanza,airtel rwanda,Mobile Data/Internet,Billing Dispute,Social Media,,51,F,Resolved,30,4
RURA-ICT-00292,01/11/2024,Northern Province,Musanze,M.T.N Rwanda,SMS,Poor Network Quality,USSD,Internet speed far below advertised package.,56,,Open,,2
RURA-ICT-00706,2023-12-18,Eastern Province,Nyagatare,Liquid Telecom,Mobile Data/Internet,Network Outage,USSD,,74,female,pending ,,
RURA-ICT-00610,01-Dec-2024,Eastern Province,Rwamagana,REG-ICT,Mobile Voice,Mobile Money Fraud/Scam,Call Center,Complainant charged twice for the same data bundle.,,F,pending ,,3
RURA-ICT-00650,2023-06-14,Southern Province,Nyanza,Airtel Rwanda,Fixed Voice,Network Outage,USSD,Received unsolicited promotional SMS despite opt-out request.,70,Other,OPEN,,3
RURA-ICT-00349,08/07/2024,Southern Province,Nyamagabe,broadband systems,Mobile Data/Internet,Mobile Money Transaction Failure,Web Portal,Delay of over a week in activating new fixed internet line.,55,Male,OPEN,,2
RURA-ICT-00358,07/06/2024,Northern Province,Musanze District,broadband systems,Mobile Money,Poor Network Quality,USSD,,64,M,resolved,29,2
RURA-ICT-00186,02-10-2024,Southern Province,Nyanza,Liquid Telecom,Mobile Voice,SIM Registration Issue,Web Portal,Customer reports repeated call drops in Nyanza.,45,,OPEN,,1
RURA-ICT-00395,22/11/2024,Southern Province,Gisagara,mtn rwanda,Fixed Voice,Slow Internet Speed,Social Media,,40,female,Pending,,2
RURA-ICT-00302,08-12-2023,Kigali City,Kicukiro,Liquid Telecom Rwanda,SMS,Billing Dispute,Social Media,SIM card registered under wrong national ID.,40,Other,Resolved,7,3
RURA-ICT-00647,05-23-2023,Kigali City,Kicukiro,REG ICT,Mobile Data/Internet,Poor Network Quality,Call Center,SIM card registered under wrong national ID.,69,Female,Resolved,7,
RURA-ICT-00046,03/05/2023,Eastern Province,Ngoma,Liquid Telecom,Mobile Data/Internet,Poor Network Quality,Web Portal,SIM card registered under wrong national ID.,77,male,Closed,24,3
RURA-ICT-00415,14-Apr-2024,Southern Province,Muhanga,M.T.N Rwanda,Mobile Voice,Mobile Money Fraud/Scam,Walk-in,Customer care line not answering after multiple attempts.,59,Female,open,,5
RURA-ICT-00382,20/07/2023,Northern Province,Burera,broadband systems,Mobile Money,Data Bundle Deduction Issue,USSD,Customer care line not answering after multiple attempts.,56,male,In Progress,29,4
RURA-ICT-00821,20/04/2024,Southern Province,Ruhango,Airtel,Fixed Internet,Mobile Money Fraud/Scam,Call Center,SIM card registered under wrong national ID.,28,,pending ,,4
RURA-ICT-00229,2024-05-18,Northern Province,Musanze,Liquid Telecom,Mobile Voice,SIM Registration Issue,Email,Received suspicious SMS asking for mobile money PIN.,45,Male,closed,23,3
RURA-ICT-00367,12-08-2023,Kigali City,Kicukiro,liquid telecom,SMS,SIM Registration Issue,Call Center,Billed for services not subscribed to.,19,Male,open,,
RURA-ICT-00392,22-May-2024,Eastern Province,Kayonza,REG-ICT,Mobile Money,Poor Network Quality,Walk-in,No network coverage since yesterday evening.,46,Other,In Progress,5,
RURA-ICT-00575,2024-03-28,Western Province,Rubavu,Airtel,SMS,Data Bundle Deduction Issue,USSD,No network coverage since yesterday evening.,,Other,Resolved,6,
RURA-ICT-00519,03-28-2023,Western Province,Rusizi,mtn rwanda,Mobile Data/Internet,Mobile Money Transaction Failure,Web Portal,Customer care line not answering after multiple attempts.,21,Other,In Progress,0,2
RURA-ICT-00221,2023-07-24,Northern Province,Musanze,Broadband Systems Corporation,Mobile Money,Service Activation Delay,Web Portal,Customer care line not answering after multiple attempts.,,Male,In Progress,2,1
RURA-ICT-00593,26-Jan-2024,Kigali City,Nyarugenge,Liquid Telecom Rwanda,SMS,Slow Internet Speed,Call Center,Internet speed far below advertised package.,44,male,Resolved,2,
RURA-ICT-00318,09-19-2024,Eastern Province,Bugesera,Broadband Systems Corporation,Mobile Money,Poor Network Quality,Social Media,Received unsolicited promotional SMS despite opt-out request.,84,male,Closed,27,
RURA-ICT-00031,29/02/2024,Northern Province,Burera,MTN Rwanda,Mobile Data/Internet,Unsolicited SMS/Spam,USSD,Customer care line not answering after multiple attempts.,65,Other,open,,2
RURA-ICT-00554,12-Jul-2023,Western Province,Nyabihu,REG ICT,Fixed Voice,Unsolicited SMS/Spam,Email,SIM card registered under wrong national ID.,69,Female,open,,5
RURA-ICT-00437,2024-06-08,Eastern Province,Bugesera,liquid telecom,Fixed Voice,Unsolicited SMS/Spam,Web Portal,SIM card registered under wrong national ID.,36,M,open,,
RURA-ICT-00253,2024-06-19,Southern Province,Huye,,SMS,Slow Internet Speed,Walk-in,Received unsolicited promotional SMS despite opt-out request.,47,Other,Resolved,21,2
RURA-ICT-00568,02/09/2023,Eastern Province,Rwamagana,REG-ICT,Mobile Voice,Data Bundle Deduction Issue,Walk-in,SIM card registered under wrong national ID.,210,M,Closed,10,1
RURA-ICT-00477,07/12/2023,Eastern Province,Gatsibo,REG ICT,Mobile Voice,Poor Network Quality,USSD,Customer reports repeated call drops in Gatsibo.,61,M,Open,,
RURA-ICT-00034,22/05/2023,Eastern Province,Rwamagana,Liquid Telecom Rwanda,Mobile Money,SIM Registration Issue,Email,Complainant charged twice for the same data bundle.,35,Female,pending ,,
RURA-ICT-00845,23-Aug-2024,Eastern Province,Rwamagana,broadband systems,Fixed Voice,Unsolicited SMS/Spam,Walk-in,Delay of over a week in activating new fixed internet line.,,M,closed,8,4
RURA-ICT-00387,08-Feb-2023,Western Province,Karongi,airtel rwanda,Fixed Internet,Customer Care Unresponsive,USSD,Customer reports repeated call drops in Karongi.,30,Other,Resolved,2,
RURA-ICT-00721,11-05-2024,Eastern Province,Kirehe,broadband systems,Fixed Voice,Billing Dispute,USSD,,57,female,pending ,,4
RURA-ICT-00439,11-05-2023,Northern Province,Burera,M.T.N Rwanda,Mobile Data/Internet,Customer Care Unresponsive,Email,Billed for services not subscribed to.,62,F,Resolved,11,1
RURA-ICT-00538,2024-03-14,Eastern Province,Kayonza,,SMS,Network Outage,Social Media,Customer care line not answering after multiple attempts.,19,Other,resolved,18,
RURA-ICT-00336,09-20-2023,Eastern Province,Ngoma,Airtel,Mobile Money,SIM Registration Issue,USSD,Mobile money transfer deducted but recipient did not receive funds.,210,Female,Closed,23,6
RURA-ICT-00473,07-23-2023,Northern Province,Musanze,,SMS,Service Activation Delay,Walk-in,Customer care line not answering after multiple attempts.,37,M,open,,4
RURA-ICT-00494,19/04/2024,Northern Province,Burera,broadband systems,SMS,Mobile Money Transaction Failure,Call Center,,18,F,closed,4,4
RURA-ICT-00124,30-Apr-2024,Western Province,Karongi,REG-ICT,Mobile Voice,Network Outage,Walk-in,,81,Male,Resolved,19,6
RURA-ICT-00771,05/02/2024,Eastern Province,Rwamagana,M.T.N Rwanda,SMS,Billing Dispute,Call Center,,55,female,In Progress,23,
RURA-ICT-00695,12-Oct-2023,Southern Province,Nyaruguru,broadband systems,SMS,Mobile Money Transaction Failure,Social Media,Complainant charged twice for the same data bundle.,55,F,Closed,28,
RURA-ICT-00713,2023-02-25,Kigali City,Kicukiro,AIRTEL,Fixed Voice,Network Outage,Social Media,Customer care line not answering after multiple attempts.,,F,pending ,,1
RURA-ICT-00770,07-May-2023,Southern Province,Gisagara,MTN,Fixed Voice,Mobile Money Transaction Failure,Call Center,,32,male,closed,2,
RURA-ICT-00662,02-16-2024,Eastern Province,Rwamagana,MTN,Fixed Voice,Poor Network Quality,Social Media,Mobile money transfer deducted but recipient did not receive funds.,,female,resolved,15,
RURA-ICT-00719,10/01/2023,Western Province,Karongi,mtn rwanda,Mobile Data/Internet,Unsolicited SMS/Spam,Web Portal,Received suspicious SMS asking for mobile money PIN.,80,Female,Pending,,5
RURA-ICT-00825,2023-03-13,Western Province,Ngororero,M.T.N Rwanda,Mobile Money,Billing Dispute,Walk-in,,68,Other,Pending,,1
RURA-ICT-00328,06-Mar-2023,Western Province,Karongi,Airtel Rwanda,SMS,SIM Registration Issue,USSD,SIM card registered under wrong national ID.,79,Male,Closed,10,3
RURA-ICT-00870,11/10/2024,Southern Province,Kamonyi,REG-ICT,Mobile Money,Billing Dispute,Call Center,Billed for services not subscribed to.,35,,OPEN,,3
RURA-ICT-00699,27-Sep-2024,Kigali City,Nyarugenge,Liquid Telecom Rwanda,Mobile Voice,Customer Care Unresponsive,Call Center,Mobile money transfer deducted but recipient did not receive funds.,28,Female,closed,28,4
RURA-ICT-00604,2024-12-31,Western Province,Nyabihu,,Fixed Internet,Poor Network Quality,USSD,Received unsolicited promotional SMS despite opt-out request.,42,F,In Progress,19,1
RURA-ICT-00152,06/08/2024,Western Province,Rutsiro,BSC,Mobile Data/Internet,Mobile Money Transaction Failure,Email,Internet speed far below advertised package.,59,male,Closed,15,4
RURA-ICT-00696,12-27-2023,Kigali City,Gasabo ,airtel rwanda,Mobile Voice,Unsolicited SMS/Spam,Web Portal,Customer care line not answering after multiple attempts.,26,female,pending ,,2
RURA-ICT-00429,12-23-2024,Northern Province,Rulindo,Liquid Telecom Rwanda,Mobile Voice,Customer Care Unresponsive,USSD,Billed for services not subscribed to.,53,Male,Resolved,23,4
RURA-ICT-00841,10/06/2023,Western Province,Karongi,mtn rwanda,SMS,Mobile Money Transaction Failure,USSD,SIM card registered under wrong national ID.,37,Male,OPEN,,2
RURA-ICT-00688,2023-12-12,Western Province,Rubavu,Liquid Telecom Rwanda,Fixed Internet,Network Outage,USSD,Customer reports repeated call drops in Rubavu.,,F,pending ,,4
RURA-ICT-00512,13-Oct-2024,Western Province,Karongi,,SMS,Data Bundle Deduction Issue,Email,Customer care line not answering after multiple attempts.,78,,In Progress,4,4
RURA-ICT-00537,2023-02-27,Eastern Province,Rwamagana,liquid telecom,Fixed Voice,Data Bundle Deduction Issue,Call Center,Billed for services not subscribed to.,64,,open,,
RURA-ICT-00388,09-Sep-2023,Western Province,Nyabihu,Liquid Telecom,SMS,Poor Network Quality,USSD,Complainant charged twice for the same data bundle.,25,male,In Progress,28,1
RURA-ICT-00496,28-Aug-2024,Western Province,Ngororero,REG ICT,Mobile Voice,Unsolicited SMS/Spam,Social Media,Received unsolicited promotional SMS despite opt-out request.,23,M,Pending,,3
RURA-ICT-00552,11-06-2023,Kigali City,Gasabo,REG-ICT,Mobile Money,Mobile Money Transaction Failure,Web Portal,Received suspicious SMS asking for mobile money PIN.,33,male,Resolved,999,
RURA-ICT-00886,01-13-2023,Kigali City,Kicukiro,Airtel,Mobile Data/Internet,Mobile Money Transaction Failure,Social Media,No network coverage since yesterday evening.,18,Other,Closed,13,5
RURA-ICT-00716,07-13-2024,Eastern Province,Kirehe,MTN Rwanda,Mobile Money,Data Bundle Deduction Issue,Social Media,Mobile money transfer deducted but recipient did not receive funds.,72,F,OPEN,,1
RURA-ICT-00757,19/04/2023,Southern Province,Ruhango,Broadband Systems Corporation,Mobile Data/Internet,Mobile Money Fraud/Scam,Email,,34,F,In Progress,26,2
RURA-ICT-00560,2023-07-26,Northern Province,Gakenke,REG ICT,SMS,Mobile Money Transaction Failure,USSD,Received suspicious SMS asking for mobile money PIN.,73,F,Pending,,5
RURA-ICT-00360,25-Aug-2024,Southern Province,Huye,broadband systems,Mobile Voice,Slow Internet Speed,Social Media,Mobile money transfer deducted but recipient did not receive funds.,72,F,Closed,0,
RURA-ICT-00064,30/11/2024,Eastern Province,Nyagatare,Airtel,Mobile Data/Internet,Poor Network Quality,USSD,Delay of over a week in activating new fixed internet line.,34,Female,resolved,8,1
RURA-ICT-00871,05-20-2023,Kigali City,Kicukiro,Liquid Telecom,SMS,Data Bundle Deduction Issue,Social Media,SIM card registered under wrong national ID.,,male,Pending,,3
RURA-ICT-00097,09-17-2024,Northern Province,Rulindo,MTN RWANDA,Mobile Money,Service Activation Delay,Web Portal,Customer care line not answering after multiple attempts.,73,Female,Closed,9,4
RURA-ICT-00846,06-04-2023,Southern Province,Nyanza,Broadband Systems Corporation,Fixed Voice,Poor Network Quality,Email,No network coverage since yesterday evening.,27,Other,resolved,18,3
RURA-ICT-00278,04-06-2024,Northern Province,Burera,mtn rwanda,SMS,Poor Network Quality,Walk-in,Customer care line not answering after multiple attempts.,55,Male,Resolved,11,4
RURA-ICT-00853,19/11/2023,Kigali City,Nyarugenge,REG-ICT,Mobile Data/Internet,Customer Care Unresponsive,Email,SIM card registered under wrong national ID.,41,male,open,,
RURA-ICT-00074,01/08/2024,Kigali City,Nyarugenge,Airtel Rwanda,Mobile Voice,SIM Registration Issue,Walk-in,,,Female,OPEN,,2
RURA-ICT-00135,30/10/2023,Eastern Province,Gatsibo,liquid telecom,Mobile Data/Internet,Network Outage,Web Portal,,67,,Resolved,2,1
RURA-ICT-00490,08-Nov-2024,Southern Province,Nyamagabe,liquid telecom,Mobile Voice,Customer Care Unresponsive,Call Center,,39,,open,,
RURA-ICT-00091,2023-10-21,Southern Province,Huye,mtn rwanda,Fixed Internet,Unsolicited SMS/Spam,Call Center,SIM card registered under wrong national ID.,27,,Open,,5
RURA-ICT-00498,28-Oct-2023,Western Province,Rusizi,,Mobile Money,Slow Internet Speed,Web Portal,No network coverage since yesterday evening.,62,Other,Pending,,2
RURA-ICT-00819,10-Apr-2023,Southern Province,Ruhango,AIRTEL,SMS,Billing Dispute,Social Media,Complainant charged twice for the same data bundle.,30,male,In Progress,5,4
